piece_index,canonical_composer,canonical_title,year,split,midi_filename,total_length_sec,segment_index,start_sec,end_sec,tempo_label,tempo_category_num
296,Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D. 935",2017,train,2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi,582.29375,1,0.0,582.29375,fast,2
297,Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D. 935",2017,train,2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--3.midi,567.2791666666667,1,0.0,567.2791666666667,fast,2
298,Franz Schubert,"Impromptu Op. 142 No. 1 in F Minor, D935",2013,train,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi,574.0833333333333,1,0.0,574.0833333333333,fast,2
299,Franz Schubert,"Impromptu Op. 142 No. 1, in F Minor, D935",2011,train,2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi,537.5338541666666,1,0.0,537.5338541666666,fast,2
300,Franz Schubert,"Impromptu Op. 142 No. 3 in B-Flat Major, D935",2013,train,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi,641.2981770833333,1,0.0,641.2981770833333,fast,2
301,Franz Schubert,Impromptu Op. 142 No. 3 in B-flat Major,2015,train,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_07_R2_2015_wav--3.midi,394.021875,1,0.0,394.021875,fast,2
302,Franz Schubert,Impromptu Op. 142 No. 3 in B-flat Major,2015,train,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--2.midi,686.0166666666667,1,0.0,686.0166666666667,fast,2
303,Franz Schubert,Impromptu Op. 142 No. 3 in B-flat Major,2015,train,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--1.midi,686.6760416666666,1,0.0,686.6760416666666,fast,2
304,Franz Schubert,Impromptu Op. 142 No. 3 in B-flat Major,2013,train,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi,475.6927083333333,1,0.0,475.6927083333333,fast,2
305,Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D. 935",2017,train,2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--2.midi,683.009375,1,0.0,683.009375,fast,2
306,Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D. 935",2017,train,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.midi,553.09375,1,0.0,553.09375,fast,2
307,Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D935",2013,train,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,634.453125,1,0.0,634.453125,fast,2
308,Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D935",2013,train,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--2.midi,462.7864583333333,1,0.0,462.7864583333333,fast,2
309,Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D935",2013,train,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--1.midi,392.796875,1,0.0,392.796875,fast,2
310,Franz Schubert,"Impromptu Op. 142 No. 3 in B-flat Major, D935",2013,train,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--1.midi,717.58984375,1,0.0,717.58984375,fast,2
311,Franz Schubert,"Impromptu Op. 142 No. 3, in B-Flat Major, D935",2011,train,2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.midi,526.6263020833333,1,0.0,526.6263020833333,fast,2
312,Franz Schubert,"Impromptu Op. 142 No. 3, in B-Flat Major, D935",2011,train,2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi,696.2174479166666,1,0.0,696.2174479166666,fast,2
313,Franz Schubert,"Impromptu Op. 142 No. 3, in B-Flat Major, D935",2011,train,2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_04_Track04_wav.midi,399.0950520833333,1,0.0,399.0950520833333,fast,2
314,Franz Schubert,"Impromptu Op. 142 No. 3, in B-Flat Major, D935",2011,train,2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_08_Track08_wav.midi,407.1809895833333,1,0.0,407.1809895833333,fast,2
315,Franz Schubert,"Impromptu Op. 142 No. 4 in F Minor, D. 935",2017,test,2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.midi,376.7322916666666,1,0.0,376.7322916666666,fast,2
316,Franz Schubert,"Impromptu Op. 142 No. 4, in F Minor, D935",2011,test,2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.midi,330.40234375,1,0.0,330.40234375,fast,2
317,Franz Schubert,Impromptu Op. 90 No. 1,2018,train,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.midi,569.9348958333333,1,0.0,569.9348958333333,fast,2
318,Franz Schubert,Impromptu Op. 90 No. 1 in C Minor,2008,train,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.midi,535.609375,1,0.0,535.609375,fast,2
319,Franz Schubert,Impromptu Op. 90 No. 1 in C Minor,2013,train,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi,519.921875,1,0.0,519.921875,fast,2
320,Franz Schubert,"Impromptu Op. 90 No. 1 in C Minor, D. 899",2017,train,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.midi,559.0822916666666,1,0.0,559.0822916666666,fast,2
321,Franz Schubert,"Impromptu Op. 90 No. 1, in C Minor, D899",2011,train,2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_02_Track02_wav.midi,591.0638020833333,1,0.0,591.0638020833333,fast,2
322,Franz Schubert,"Impromptu Op. 90 No. 1, in C Minor, D899",2011,train,2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.midi,568.93359375,1,0.0,568.93359375,fast,2
323,Franz Schubert,Impromptu Op. 90 No. 2,2008,train,2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.midi,223.36979166666663,1,0.0,223.36979166666663,fast,2
324,Franz Schubert,Impromptu Op. 90 No. 2 E-flat Major,2008,train,2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.midi,265.79166666666663,1,0.0,265.79166666666663,fast,2
325,Franz Schubert,Impromptu Op. 90 No. 2 in E-flat Major,2008,train,2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.midi,274.8203125,1,0.0,274.8203125,fast,2
326,Franz Schubert,Impromptu Op. 90 No. 2 in E-flat Major,2015,train,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--1.midi,287.9770833333333,1,0.0,287.9770833333333,fast,2
327,Franz Schubert,"Impromptu Op. 90 No. 2 in E-flat Major, D. 899",2017,train,2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.midi,287.98229166666664,1,0.0,287.98229166666664,fast,2
328,Franz Schubert,"Impromptu Op. 90 No. 2 in E-flat Major, D899",2013,train,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,268.67578125,1,0.0,268.67578125,fast,2
329,Franz Schubert,Impromptu Op. 90 No. 3 in G-flat,2008,train,2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi,301.81510416666663,1,0.0,301.81510416666663,fast,2
330,Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,2008,train,2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--1.midi,376.1614583333333,1,0.0,376.1614583333333,fast,2
331,Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,2008,train,2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.midi,365.1796875,1,0.0,365.1796875,fast,2
332,Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,2015,train,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--2.midi,360.19895833333334,1,0.0,360.19895833333334,fast,2
333,Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,2015,train,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--3.midi,303.2270833333333,1,0.0,303.2270833333333,fast,2
334,Franz Schubert,Impromptu Op. 90 No. 3 in G-flat Major,2015,train,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_15_R2_2015_wav--1.midi,368.8520833333333,1,0.0,368.8520833333333,fast,2
335,Franz Schubert,"Impromptu Op. 90 No. 3 in G-flat Major, D. 899",2017,train,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.midi,370.5739583333333,1,0.0,370.5739583333333,fast,2
336,Franz Schubert,"Impromptu Op. 90 No. 3 in G-flat Major, D. 899",2017,train,2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--3.midi,330.6583333333333,1,0.0,330.6583333333333,fast,2
337,Franz Schubert,"Impromptu Op. 90 No. 3 in G-flat Major, D899",2013,train,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.midi,359.83203125,1,0.0,359.83203125,fast,2
338,Franz Schubert,"Impromptu Op. 90 No. 3, in G-flat Major, D899",2011,train,2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi,320.7239583333333,1,0.0,320.7239583333333,fast,2
339,Franz Schubert,"Impromptu Op. 90 No. 3, in G-flat Major, D899",2011,train,2011/MIDI-Unprocessed_16_R2_2011_MID--AUDIO_R2-D4_09_Track09_wav.midi,258.6497395833333,1,0.0,258.6497395833333,fast,2
340,Franz Schubert,Impromptu Op. 90 No. 4 in A-flat Major,2008,test,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--3.midi,403.1927083333333,1,0.0,403.1927083333333,fast,2
341,Franz Schubert,Impromptu Op. 90 No. 4 in A-flat Major,2008,test,2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--4.midi,343.2903645833333,1,0.0,343.2903645833333,fast,2
342,Franz Schubert,Impromptu Op. 90 No. 4 in A-flat Major,2015,test,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--1.midi,114.93125,1,0.0,114.93125,fast,2
343,Franz Schubert,Impromptu Op. 90 No. 4 in A-flat Major,2015,test,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.midi,355.421875,1,0.0,355.421875,fast,2
344,Franz Schubert,Impromptu Op. 90 No. 4 in A-flat Major,2015,test,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--3.midi,368.3354166666667,1,0.0,368.3354166666667,fast,2
345,Franz Schubert,"Impromptu Op. 90, No. 3, in G-flat Major, D899",2011,train,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.midi,308.60807291666663,1,0.0,308.60807291666663,fast,2
346,Franz Schubert,"Impromptu Op.142 No.3, in B-Flat Major, D935",2013,train,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.midi,445.9075520833333,1,0.0,445.9075520833333,medium,1
347,Franz Schubert,Impromptus Op. 90,2018,train,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi,645.1236979166666,1,0.0,645.1236979166666,fast,2
348,Franz Schubert,"Impromptus Op. 90, No. 3",2004,train,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi,343.0072916666667,1,0.0,343.0072916666667,fast,2
349,Franz Schubert,Moment Musical Op. 94 No. 1 in C Major,2015,validation,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--2.midi,350.99375,1,0.0,350.99375,slow,0
350,Franz Schubert,"Moment Musical Op. 94 No. 4 in C-sharp Minor, D780",2013,test,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.midi,420.0546875,1,0.0,420.0546875,slow,0
351,Franz Schubert,"Moment Musical Op. 94 No. 4, in C-sharp Minor, D780",2011,test,2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi,323.26171875,1,0.0,323.26171875,slow,0
352,Franz Schubert,"Moment Musicaux in F Minor, Op. 94 No. 3",2008,validation,2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.midi,106.42578125,1,0.0,106.42578125,medium,1
353,Franz Schubert,Son. in Bb D.960,2006,train,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_01_Track01_wav.midi,777.2265625,1,0.0,777.2265625,fast,2
354,Franz Schubert,Son. in Bb D.960,2006,train,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_01_Track01_wav.midi,932.6927083333331,1,0.0,932.6927083333331,fast,2
355,Franz Schubert,Son. in Bb D.960,2006,train,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_01_Track01_wav.midi,849.4856770833333,1,0.0,849.4856770833333,fast,2
356,Franz Schubert,Son. in Bb D.961,2006,train,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi,468.1015625,1,0.0,180.0,slow,0
356,Franz Schubert,Son. in Bb D.961,2006,train,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi,468.1015625,2,180.0,300.0,fast,2
356,Franz Schubert,Son. in Bb D.961,2006,train,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi,468.1015625,3,300.0,468.1015625,slow,0
357,Franz Schubert,Son. in Bb D.961,2006,train,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_02_Track02_wav.midi,590.4947916666666,1,0.0,590.4947916666666,slow,0
358,Franz Schubert,Son. in Bb D.961,2006,train,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_02_Track02_wav.midi,592.0052083333333,1,0.0,592.0052083333333,slow,0
359,Franz Schubert,Son. in Bb D.962,2006,train,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_03_Track03_wav.midi,710.3723958333333,1,0.0,710.3723958333333,fast,2
360,Franz Schubert,Son. in Bb D.962,2006,train,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_03_Track03_wav.midi,772.51953125,1,0.0,772.51953125,fast,2
361,Franz Schubert,Son. in Bb D.962,2006,train,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_03_Track03_wav.midi,719.73046875,1,0.0,719.73046875,fast,2
362,Franz Schubert,Sonata in A D959,2006,train,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,660.76953125,1,0.0,660.76953125,fast,2
363,Franz Schubert,Sonata in A D959,2006,train,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_01_Track01_wav.midi,670.8997395833333,1,0.0,670.8997395833333,fast,2
364,Franz Schubert,Sonata in A D959,2006,train,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_01_Track01_wav.midi,677.2916666666666,1,0.0,677.2916666666666,medium,1
365,Franz Schubert,Sonata in A D960,2006,train,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,435.83203125,1,0.0,435.83203125,slow,0
366,Franz Schubert,Sonata in A D960,2006,train,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_02_Track02_wav.midi,420.04296875,1,0.0,420.04296875,slow,0
367,Franz Schubert,Sonata in A D960,2006,train,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,427.6744791666666,1,0.0,120.0,slow,0
367,Franz Schubert,Sonata in A D960,2006,train,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,427.6744791666666,2,120.0,240.0,fast,2
367,Franz Schubert,Sonata in A D960,2006,train,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,427.6744791666666,3,240.0,427.6744791666666,slow,0
368,Franz Schubert,Sonata in A D961,2006,train,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi,897.7825520833333,1,0.0,897.7825520833333,fast,2
369,Franz Schubert,Sonata in A D961,2006,train,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_03_Track03_wav.midi,272.2890625,1,0.0,272.2890625,fast,2
370,Franz Schubert,Sonata in A D961,2006,train,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_03_Track03_wav.midi,844.546875,1,0.0,844.546875,fast,2
371,Franz Schubert,Sonata in A D962,2006,train,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,648.6796875,1,0.0,648.6796875,fast,2
372,Franz Schubert,"Sonata in A Major, D. 664 (Complete)",2017,test,2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.midi,903.5041666666666,1,0.0,903.5041666666666,slow,0
373,Franz Schubert,"Sonata in A Major, D. 664, I. Allegro moderato",2017,test,2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,344.0395833333333,1,0.0,344.0395833333333,medium,1
374,Franz Schubert,"Sonata in A Major, D. 959 (Complete)",2014,train,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi,2342.1783854166665,1,0.0,2342.1783854166665,fast,2
375,Franz Schubert,"Sonata in A Major, D. 959 (Complete)",2014,train,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_17_R2_2014_wav.midi,2210.7447916666665,1,0.0,2210.7447916666665,fast,2
376,Franz Schubert,"Sonata in A Major, D. 959 (Complete)",2014,train,2014/MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_19_R2_2014_wav.midi,2453.1276041666665,1,0.0,2453.1276041666665,fast,2
377,Franz Schubert,"Sonata in A Major, D959",2018,train,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,2244.5143229166665,1,0.0,2244.5143229166665,fast,2
378,Franz Schubert,"Sonata in A Major, Op. 120, I. Allegro moderato",2013,test,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,339.7942708333333,1,0.0,339.7942708333333,medium,1
379,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi,569.9049479166666,1,0.0,569.9049479166666,medium,1
380,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_02_Track02_wav.midi,794.4778645833333,1,0.0,794.4778645833333,slow,0
381,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_03_Track03_wav.midi,463.91015625,1,0.0,463.91015625,medium,1
382,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,309.2864583333333,1,0.0,309.2864583333333,fast,2
383,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_01_Track01_wav.midi,658.8958333333333,1,0.0,658.8958333333333,medium,1
384,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_02_Track02_wav.midi,731.2213541666666,1,0.0,731.2213541666666,medium,1
385,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_03_Track03_wav.midi,425.484375,1,0.0,425.484375,medium,1
386,Franz Schubert,Sonata in A Min.,2006,train,2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_04_Track04_wav.midi,273.20572916666663,1,0.0,273.20572916666663,fast,2
387,Franz Schubert,"Sonata in A Minor, D. 537, I. Allegro ma non troppo",2017,test,2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,309.21979166666665,1,0.0,309.21979166666665,medium,1
388,Franz Schubert,"Sonata in A Minor, D. 845",2009,train,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,463.7447916666666,1,0.0,463.7447916666666,medium,1
389,Franz Schubert,"Sonata in A Minor, D. 846",2009,train,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,399.8216145833333,1,0.0,399.8216145833333,fast,2
390,Franz Schubert,"Sonata in A Minor, D. 847",2009,train,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,280.4505208333333,1,0.0,280.4505208333333,medium,1
391,Franz Schubert,"Sonata in A Minor, D. 848",2009,train,2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,293.5559895833333,1,0.0,293.5559895833333,fast,2
392,Franz Schubert,"Sonata in A Minor, D784",2018,test,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--1.midi,1371.90234375,1,0.0,1371.90234375,slow,0
393,Franz Schubert,"Sonata in A Minor, D845",2018,train,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_02_R2_2018_wav.midi,1846.8059895833333,1,0.0,1846.8059895833333,fast,2
394,Franz Schubert,"Sonata in A minor, D. 845 (Complete)",2014,train,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.midi,1682.6744791666663,1,0.0,1682.6744791666663,fast,2
395,Franz Schubert,Sonata in B-flat Major D. 960,2009,train,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_01_WAV.midi,908.6770833333331,1,0.0,908.6770833333331,fast,2
396,Franz Schubert,Sonata in B-flat Major D. 961,2009,train,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_02_WAV.midi,640.8697916666666,1,0.0,640.8697916666666,slow,0
397,Franz Schubert,Sonata in B-flat Major D. 962,2009,train,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,216.3020833333333,1,0.0,216.3020833333333,fast,2
398,Franz Schubert,Sonata in B-flat Major D. 963,2009,train,2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,435.6315104166666,1,0.0,435.6315104166666,fast,2
399,Franz Schubert,"Sonata in B-flat Major, D. 960",2009,train,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_01_WAV.midi,949.83984375,1,0.0,949.83984375,fast,2
400,Franz Schubert,"Sonata in B-flat Major, D. 960 (Complete)",2014,train,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,2214.1002604166665,1,0.0,2214.1002604166665,fast,2
401,Franz Schubert,"Sonata in B-flat Major, D. 960 (Complete)",2014,train,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_12_R2_2014_wav.midi,2625.6197916666665,1,0.0,2625.6197916666665,fast,2
402,Franz Schubert,"Sonata in B-flat Major, D. 961",2009,train,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_02_WAV.midi,672.7721354166666,1,0.0,672.7721354166666,slow,0
403,Franz Schubert,"Sonata in B-flat Major, D. 962",2009,train,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,221.89322916666663,1,0.0,221.89322916666663,fast,2
404,Franz Schubert,"Sonata in B-flat Major, D. 963",2009,train,2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,516.8359375,1,0.0,516.8359375,fast,2
405,Franz Schubert,"Sonata in B-flat Major, D960",2004,train,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_01_Track01_wav.midi,902.3041666666668,1,0.0,902.3041666666668,slow,0
406,Franz Schubert,"Sonata in B-flat Major, D960",2004,train,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_02_Track02_wav.midi,595.696875,1,0.0,595.696875,slow,0
407,Franz Schubert,"Sonata in B-flat Major, D960",2004,train,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,225.1375,1,0.0,225.1375,fast,2
408,Franz Schubert,"Sonata in B-flat Major, D960",2004,train,2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,457.053125,1,0.0,457.053125,fast,2
409,Franz Schubert,"Sonata in B-flat Major, D960",2004,train,2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_01_Track01_wav.midi,917.2666666666668,1,0.0,917.2666666666668,fast,2
