song_id,n_ioi_original,n_ioi_filtered,p50_ioi,p80_ioi,p90_ioi,tempo_bpm,tempo_label,skipped,skip_reason
2011/MIDI-Unprocessed_16_R2_2011_MID--AUDIO_R2-D4_08_Track08_wav.midi,3950,2933,0.125,0.315,0.435,137.93,slow,False,
2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--3.midi,1517,990,0.115,0.155,0.175,342.86,fast,False,
2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--4.midi,2071,1524,0.115,0.185,0.235,255.32,fast,False,
2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--5.midi,2054,1690,0.135,0.215,0.305,196.72,moderate,False,
2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--3.midi,1996,1376,0.105,0.145,0.165,363.64,fast,False,
2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--3.midi,2045,1454,0.11,0.145,0.165,363.64,fast,False,
2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--5.midi,1479,968,0.125,0.155,0.165,363.64,fast,False,
2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--3.midi,1998,1521,0.125,0.195,0.245,244.9,fast,False,
2011/MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_10_Track10_wav.midi,1518,974,0.115,0.135,0.145,413.79,fast,False,
2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_18_Track18_wav.midi,1965,1471,0.115,0.195,0.235,255.32,fast,False,
2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_11_Track11_wav.midi,2019,1565,0.115,0.145,0.185,324.32,fast,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--5.midi,1960,1551,0.115,0.175,0.225,266.67,fast,False,
2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_03_Track03_wav.midi,2176,1806,0.115,0.175,0.235,255.32,fast,False,
2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_10_Track10_wav.midi,2085,1680,0.125,0.205,0.305,196.72,moderate,False,
2004/MIDI-Unprocessed_SMF_22_R1_2004_01-04_ORIG_MID--AUDIO_22_R1_2004_17_Track17_wav.midi,5363,4310,0.125,0.205,0.315,190.48,moderate,False,
2006/MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_02_Track02_wav.midi,5370,4308,0.135,0.235,0.325,184.62,moderate,False,
2006/MIDI-Unprocessed_10_R1_2006_01-04_ORIG_MID--AUDIO_10_R1_2006_05_Track05_wav.midi,5130,4177,0.135,0.195,0.295,203.39,moderate,False,
2009/MIDI-Unprocessed_05_R1_2009_01-02_ORIG_MID--AUDIO_05_R1_2009_05_R1_2009_02_WAV.midi,5124,3956,0.135,0.205,0.295,203.39,moderate,False,
2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_09_WAV.midi,5545,4156,0.135,0.215,0.325,184.62,moderate,False,
2006/MIDI-Unprocessed_09_R1_2006_01-04_ORIG_MID--AUDIO_09_R1_2006_01_Track01_wav.midi,2081,1909,0.215,0.485,0.715,83.92,slow,False,
2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--4.midi,2172,1937,0.175,0.425,0.635,94.49,slow,False,
2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--3.midi,10254,7893,0.125,0.185,0.295,203.39,moderate,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--5.midi,2166,1586,0.125,0.155,0.185,324.32,fast,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--6.midi,2232,1690,0.125,0.155,0.175,342.86,fast,False,
2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--5.midi,2301,1607,0.125,0.155,0.169,355.03,fast,False,
2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--3.midi,2232,1712,0.135,0.165,0.185,324.32,fast,False,
2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--3.midi,2266,1661,0.115,0.145,0.175,342.86,fast,False,
2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--4.midi,2224,1758,0.135,0.165,0.185,324.32,fast,False,
2009/MIDI-Unprocessed_12_R1_2009_03-05_ORIG_MID--AUDIO_12_R1_2009_12_R1_2009_05_WAV.midi,3536,2408,0.135,0.265,0.405,148.15,slow,False,
2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--5.midi,1997,1431,0.135,0.225,0.375,160.0,moderate,False,
2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_04_Track04_wav.midi,1978,1353,0.135,0.245,0.365,164.38,moderate,False,
2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_19_Track19_wav.midi,3241,2293,0.135,0.235,0.385,155.84,moderate,False,
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--4.midi,2832,1896,0.125,0.225,0.32,187.5,moderate,False,
2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_05_Track05_wav.midi,2705,2154,0.145,0.265,0.355,169.01,moderate,False,
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--5.midi,2269,1568,0.125,0.165,0.315,190.48,moderate,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--4.midi,3123,2293,0.125,0.215,0.325,184.62,moderate,False,
2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--4.midi,1934,1590,0.135,0.305,0.435,137.93,slow,False,
2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--4.midi,2010,1595,0.135,0.275,0.401,149.63,slow,False,
2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--4.midi,4054,3103,0.135,0.205,0.305,196.72,moderate,False,
2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--4.midi,4036,3056,0.135,0.205,0.32,187.5,moderate,False,
2004/MIDI-Unprocessed_XP_11_R1_2004_03-04_ORIG_MID--AUDIO_11_R1_2004_04_Track04_wav.midi,3448,2277,0.125,0.225,0.395,151.9,moderate,False,
2006/MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_03_Track03_wav.midi,4286,3311,0.145,0.195,0.295,203.39,moderate,False,
2004/MIDI-Unprocessed_SMF_05_R1_2004_02-03_ORIG_MID--AUDIO_05_R1_2004_06_Track06_wav.midi,4250,2998,0.135,0.205,0.285,210.53,moderate,False,
2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_10_Track10_wav.midi,4206,3226,0.145,0.195,0.285,210.53,moderate,False,
2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_03_WAV.midi,4324,3167,0.135,0.195,0.265,226.42,fast,False,
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--3.midi,4325,3151,0.135,0.205,0.295,203.39,moderate,False,
2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_04_R3_2014_wav--2.midi,4308,3101,0.135,0.225,0.315,190.48,moderate,False,
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--4.midi,4289,3155,0.135,0.215,0.295,203.39,moderate,False,
2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--3.midi,4179,2966,0.135,0.195,0.295,203.39,moderate,False,
2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--5.midi,2204,1574,0.125,0.145,0.165,363.64,fast,False,
2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--2.midi,2317,1757,0.125,0.145,0.165,363.64,fast,False,
2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--4.midi,2523,1767,0.135,0.215,0.355,169.01,moderate,False,
2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--4.midi,2868,2102,0.135,0.285,0.335,179.1,moderate,False,
2006/MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_04_Track04_wav.midi,6959,4646,0.125,0.205,0.275,218.18,fast,False,
2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--4.midi,4913,3820,0.125,0.235,0.345,173.91,moderate,False,
2008/MIDI-Unprocessed_08_R3_2008_01-05_ORIG_MID--AUDIO_08_R3_2008_wav--2.midi,4911,3744,0.125,0.225,0.315,190.48,moderate,False,
2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_06_Track06_wav.midi,5039,3900,0.125,0.225,0.315,190.48,moderate,False,
2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--2.midi,5089,3877,0.125,0.245,0.335,179.1,moderate,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--4.midi,4932,3668,0.125,0.255,0.335,179.1,moderate,False,
2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--3.midi,5022,3625,0.125,0.245,0.315,190.48,moderate,False,
2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--4.midi,5137,3697,0.125,0.235,0.325,184.62,moderate,False,
2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--2.midi,4882,3749,0.125,0.265,0.347,172.91,moderate,False,
2006/MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_03_Track03_wav.midi,4790,3858,0.125,0.225,0.295,203.39,moderate,False,
2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_04_Track04_wav.midi,4668,3331,0.135,0.275,0.385,155.84,moderate,False,
2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_06_WAV.midi,2419,1667,0.135,0.215,0.355,169.01,moderate,False,
2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_03_Track03_wav.midi,2415,1578,0.135,0.221,0.365,164.38,moderate,False,
2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--4.midi,2436,1571,0.135,0.245,0.475,126.32,slow,False,
2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--6.midi,6255,4611,0.145,0.225,0.305,196.72,moderate,False,
2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--5.midi,7837,6262,0.155,0.275,0.444,135.14,slow,False,
2006/MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_03_Track03_wav.midi,7337,5805,0.155,0.335,0.505,118.81,slow,False,
2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_05_Track05_wav.midi,7596,5369,0.135,0.245,0.375,160.0,moderate,False,
2009/MIDI-Unprocessed_03_R1_2009_01-02_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_02_WAV.midi,7828,6445,0.155,0.275,0.415,144.58,slow,False,
2009/MIDI-Unprocessed_19_R1_2009_01-02_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_02_WAV.midi,7509,5867,0.155,0.295,0.475,126.32,slow,False,
2009/MIDI-Unprocessed_21_R1_2009_04_ORIG_MID--AUDIO_21_R1_2009_21_R1_2009_04_WAV.midi,7804,5949,0.155,0.305,0.465,129.03,slow,False,
2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--5.midi,7473,5754,0.155,0.255,0.385,155.84,moderate,False,
2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_05_WAV.midi,1238,1093,0.235,0.365,0.535,112.15,slow,False,
2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--4.midi,1204,1072,0.225,0.385,0.584,102.74,slow,False,
2009/MIDI-Unprocessed_04_R1_2009_04-06_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_04_WAV.midi,1223,1093,0.295,0.435,0.565,106.19,slow,False,
2004/MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi,4837,3565,0.125,0.245,0.335,179.1,moderate,False,
2009/MIDI-Unprocessed_04_R1_2009_04-06_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_05_WAV.midi,5115,3935,0.135,0.225,0.325,184.62,moderate,False,
2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--4.midi,3960,3146,0.115,0.175,0.255,235.29,fast,False,
2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--3.midi,3894,2929,0.115,0.165,0.275,218.18,fast,False,
2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_06_Track06_wav.midi,3819,2881,0.115,0.165,0.235,255.32,fast,False,
2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--4.midi,3810,2744,0.115,0.185,0.275,218.18,fast,False,
2009/MIDI-Unprocessed_16_R1_2009_03-06_ORIG_MID--AUDIO_16_R1_2009_16_R1_2009_03_WAV.midi,4502,3547,0.135,0.165,0.205,292.68,fast,False,
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--2.midi,377,295,0.105,0.155,0.285,210.53,moderate,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--3.midi,374,253,0.105,0.135,0.183,327.87,fast,False,
2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3.midi,2192,1428,0.115,0.155,0.205,292.68,fast,False,
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--6.midi,2108,1771,0.115,0.165,0.235,255.32,fast,False,
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--3.midi,2052,1434,0.115,0.145,0.195,307.69,fast,False,
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--7.midi,2371,2005,0.175,0.305,0.475,126.32,slow,False,
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--4.midi,2503,1464,0.105,0.145,0.185,324.32,fast,False,
2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--3.midi,2006,1348,0.125,0.185,0.248,241.94,fast,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--4.midi,1029,845,0.115,0.155,0.211,284.36,fast,False,
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--3.midi,756,662,0.355,0.443,0.504,119.05,slow,False,
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--4.midi,2494,2151,0.135,0.225,0.275,218.18,fast,False,
2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--4.midi,2383,1898,0.135,0.215,0.268,223.88,fast,False,
2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--5.midi,2003,1673,0.105,0.125,0.155,387.1,fast,False,
2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--3.midi,2056,1497,0.105,0.135,0.199,301.51,fast,False,
2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--3.midi,1984,1376,0.095,0.115,0.175,342.86,fast,False,
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.midi,1998,1595,0.105,0.125,0.165,363.64,fast,False,
2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi,2015,1495,0.105,0.125,0.165,363.64,fast,False,
2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi,2120,1689,0.125,0.225,0.285,210.53,moderate,False,
2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--4.midi,2219,1531,0.135,0.205,0.265,226.42,fast,False,
2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_04_Track04_wav.midi,2127,1698,0.145,0.255,0.315,190.48,moderate,False,
2004/MIDI-Unprocessed_XP_01_R1_2004_04-05_ORIG_MID--AUDIO_01_R1_2004_05_Track05_wav.midi,3193,2291,0.135,0.265,0.355,169.01,moderate,False,
2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3.midi,2387,1902,0.135,0.235,0.325,184.62,moderate,False,
2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--1.midi,2020,1614,0.115,0.175,0.215,279.07,fast,False,
2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--5.midi,3472,2623,0.115,0.255,0.325,184.62,moderate,False,
2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.midi,3559,2748,0.125,0.255,0.315,190.48,moderate,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.midi,1884,1458,0.135,0.295,0.355,169.01,moderate,False,
2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_07_Track07_wav.midi,1685,1263,0.125,0.305,0.375,160.0,moderate,False,
2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.midi,2575,1964,0.115,0.145,0.205,292.68,fast,False,
2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_09_Track09_wav.midi,2819,2239,0.125,0.195,0.255,235.29,fast,False,
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.midi,6782,4741,0.125,0.205,0.315,190.48,moderate,False,
2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.midi,6952,4888,0.115,0.205,0.325,184.62,moderate,False,
2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.midi,2081,1656,0.115,0.165,0.215,279.07,fast,False,
2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--3.midi,2235,1489,0.115,0.165,0.215,279.07,fast,False,
2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.midi,2315,1788,0.135,0.205,0.265,226.42,fast,False,
2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--3.midi,2489,2050,0.145,0.245,0.305,196.72,moderate,False,
2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi,1996,1312,0.105,0.145,0.185,324.32,fast,False,
2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_07_Track07_wav.midi,3834,2913,0.135,0.235,0.295,203.39,moderate,False,
2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--7.midi,1903,1476,0.155,0.235,0.345,173.91,moderate,False,
2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--5.midi,3173,2319,0.135,0.215,0.325,184.62,moderate,False,
2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_02_WAV.midi,1266,1124,0.205,0.375,0.485,123.71,slow,False,
2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_04_WAV.midi,2039,1628,0.125,0.165,0.195,307.69,fast,False,
2009/MIDI-Unprocessed_08_R1_2009_01-04_ORIG_MID--AUDIO_08_R1_2009_08_R1_2009_03_WAV.midi,1601,1362,0.135,0.175,0.215,279.07,fast,False,
2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.midi,7110,6343,0.115,0.235,0.315,190.48,moderate,False,
2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.midi,3544,3198,0.145,0.205,0.275,218.18,fast,False,
2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.midi,3965,3637,0.135,0.195,0.255,235.29,fast,False,
2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi,3620,3298,0.135,0.195,0.255,235.29,fast,False,
2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--3.midi,3491,3266,0.135,0.195,0.265,226.42,fast,False,
2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi,3322,3079,0.135,0.225,0.285,210.53,moderate,False,
2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi,3411,3172,0.135,0.195,0.255,235.29,fast,False,
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi,3184,2884,0.155,0.305,0.355,169.01,moderate,False,
2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_07_R2_2015_wav--3.midi,1924,1761,0.155,0.275,0.345,173.91,moderate,False,
2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--2.midi,3481,3024,0.165,0.285,0.335,179.1,moderate,False,
2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--1.midi,3384,2977,0.155,0.303,0.385,155.84,moderate,False,
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi,2209,1895,0.185,0.295,0.385,155.84,moderate,False,
2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--2.midi,3394,3107,0.155,0.285,0.345,173.91,moderate,False,
2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.midi,2820,2529,0.155,0.275,0.335,179.1,moderate,False,
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,3432,2915,0.155,0.265,0.325,184.62,moderate,False,
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--2.midi,2103,1824,0.165,0.295,0.375,160.0,moderate,False,
2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--1.midi,1896,1743,0.155,0.285,0.355,169.01,moderate,False,
2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--1.midi,3545,2959,0.165,0.305,0.395,151.9,moderate,False,
2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.midi,2945,2629,0.135,0.255,0.305,196.72,moderate,False,
2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi,3442,3065,0.155,0.295,0.365,164.38,moderate,False,
2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_04_Track04_wav.midi,1957,1668,0.145,0.275,0.345,173.91,moderate,False,
2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_08_Track08_wav.midi,1908,1730,0.155,0.295,0.355,169.01,moderate,False,
2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.midi,2477,2136,0.115,0.235,0.265,226.42,fast,False,
2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_02_Track02_wav.midi,2452,1994,0.105,0.205,0.225,266.67,fast,False,
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.midi,2298,2170,0.195,0.245,0.345,173.91,moderate,False,
2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.midi,2279,2152,0.185,0.235,0.365,164.38,moderate,False,
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi,2233,2151,0.185,0.225,0.305,196.72,moderate,False,
2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.midi,2360,2206,0.195,0.235,0.305,196.72,moderate,False,
2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_02_Track02_wav.midi,2322,2182,0.205,0.255,0.365,164.38,moderate,False,
2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.midi,2326,2189,0.195,0.245,0.325,184.62,moderate,False,
2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.midi,2064,1323,0.095,0.125,0.265,226.42,fast,False,
2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.midi,2101,1824,0.105,0.135,0.215,279.07,fast,False,
2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.midi,2134,1950,0.105,0.125,0.205,292.68,fast,False,
2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--1.midi,2128,2006,0.115,0.145,0.195,307.69,fast,False,
2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.midi,2114,2013,0.105,0.135,0.195,307.69,fast,False,
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,2129,1921,0.105,0.135,0.195,307.69,fast,False,
2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi,2051,1890,0.135,0.185,0.215,279.07,fast,False,
2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--1.midi,2136,2082,0.155,0.205,0.245,244.9,fast,False,
